Alert Name,Title,Link
1,Library funding – Toledo Lucas <b>County</b> Public Library – TLCPL,https://www.google.com/url?rct=j&sa=t&url=https://www.toledolibrary.org/dontcutohiolibraries/&ct=ga&cd=CAIyHGJjNTRkZmQxODljMDI2OTA6Y29tOmVuOlVTOlI&usg=AOvVaw3gE_2Vy2wHNrwDaJwsvccd
1,Sources - Sacramento <b>State</b> to apply to become FBS independent - ESPN,https://www.google.com/url?rct=j&sa=t&url=https://www.espn.com/college-football/story/_/id/44510429/sources-sacramento-state-apply-become-fbs-independent&ct=ga&cd=CAIyHGJjNTRkZmQxODljMDI2OTA6Y29tOmVuOlVTOlI&usg=AOvVaw3Awg6rGVSBBhefBP5WAXv6
1,"New measles case identified in Snohomish <b>County</b> infant - King <b>County</b>, Washington",https://www.google.com/url?rct=j&sa=t&url=https://kingcounty.gov/en/dept/dph/about-king-county/about-public-health/news/news-archive-2025/04-02-measles&ct=ga&cd=CAIyHGJjNTRkZmQxODljMDI2OTA6Y29tOmVuOlVTOlI&usg=AOvVaw3iuh-YiN4upQlsMgblBA_c
1,Homer <b>City</b> is reinventing itself as a datacenter campus with lots of natural gas power to supply it,https://www.google.com/url?rct=j&sa=t&url=https://www.post-gazette.com/business/powersource/2025/04/02/homer-city-datacenter-campus-natural-gas/stories/202504020061&ct=ga&cd=CAIyHGJjNTRkZmQxODljMDI2OTA6Y29tOmVuOlVTOlI&usg=AOvVaw24P7o7hEY1E2G1_OLDeRIi
1,Governor Landry Issues EO Calling for Hiring Freeze,https://www.google.com/url?rct=j&sa=t&url=https://gov.louisiana.gov/news/4820&ct=ga&cd=CAIyHGJjNTRkZmQxODljMDI2OTA6Y29tOmVuOlVTOlI&usg=AOvVaw3a3S2lid2OpKNmcM-UQsX9
1,Mugshots : Madison <b>County</b> : 4/01/25 – 4/02/25 - WBBJ TV,https://www.google.com/url?rct=j&sa=t&url=https://www.wbbjtv.com/2025/04/02/mugshots-madison-county-4-01-25-4-02-25/&ct=ga&cd=CAIyHGJjNTRkZmQxODljMDI2OTA6Y29tOmVuOlVTOlI&usg=AOvVaw0Vu8Lq_wDv0cUrNendl0vU
1,"Sheriff: Suspect dead, 2 deputies injured in Logan <b>County</b> shooting - KOCO",https://www.google.com/url?rct=j&sa=t&url=https://www.koco.com/article/logan-county-shooting-oklahoma-active-situation-guthrie/64367829&ct=ga&cd=CAIyHGJjNTRkZmQxODljMDI2OTA6Y29tOmVuOlVTOlI&usg=AOvVaw0Mm9k-7jqH92ST422Iv_8Y
1,"Academic Catalog | Minnesota <b>State</b> University, Mankato",https://www.google.com/url?rct=j&sa=t&url=https://www.mnsu.edu/academic-catalog/&ct=ga&cd=CAIyHGJjNTRkZmQxODljMDI2OTA6Y29tOmVuOlVTOlI&usg=AOvVaw12TxGjdJOU8I5SDUmdZ37t
1,Governor Patrick Morrisey Declares <b>State</b> of Preparedness in All 55 Counties,https://www.google.com/url?rct=j&sa=t&url=https://governor.wv.gov/article/governor-patrick-morrisey-declares-state-preparedness-all-55-counties&ct=ga&cd=CAIyHGJjNTRkZmQxODljMDI2OTA6Y29tOmVuOlVTOlI&usg=AOvVaw0lKfrM2UquxrDaY8v95oif
1,Deadly crash involving golf cart causes traffic delays at Hillsborough <b>County</b> intersection,https://www.google.com/url?rct=j&sa=t&url=https://www.fox13news.com/news/deadly-crash-involving-golf-cart-causes-traffic-delays-hillsborough-county-intersection&ct=ga&cd=CAIyHGJjNTRkZmQxODljMDI2OTA6Y29tOmVuOlVTOlI&usg=AOvVaw1Jq7FFrxqXHtg9t80uejDF
